25,21048
10,68640
41,13757
15,67150
9,22437
36,58495
42,64089
319,77036
25,38759
19,30728
13,49769
33,47598
41,65611
9,48829
29,04105
6,95442
22,04865
37,05404
43,82501
7,95388
33,25840
65,78744
14,76693
29,79220
43,90720
5,87823
40,78612
20,98335
40,79601
8,95650
30,17042
39,80817
40,35579
36,14541
8,97065
22,39743
36,74081
10,77359
185,90015
23,80481
40,63664
17,97882
37,26055
16,48191
27,88025
31,61435
13,36751
34,85307
13,53093
21,56031
34,36346
20,06085
17,64034
37,39074
21,45673
5,67550
24,11701
11,45858
47,02150
24,75492
16,50608
29,61910
40,05778
44,26276
28,71834
22,53143
8,08056
15,18343
29,59086
46,73551
38,16740
11,16950
38,47933
13,48529
31,50643
10,78950
6,20623
8,26288
41,67701
43,65077
30,44627
27,26769
18,54457
43,38555
36,49002
26,58440
23,66432
43,43755
20,94014
17,72617
29,49101
23,75486
12,07626
44,66075
27,51572
22,37779
23,12502
28,29527
19,53017
8,68661
27,06758
29,59262
56,46613
43,67103
37,23934
30,82428
14,43019
10,79316
22,15775
9,07885
22,04086
30,22736
32,41719
249,19133
15,50109
36,49272
43,47568
26,27107
18,67627
34,67950
35,95548
29,26236
16,48818
46,47567
19,42653
16,95255
18,36009
8,86321
26,92064
15,13621
39,62257
37,03870
24,19934
35,54971
42,41004
47,30721
39,49080
43,12821
33,93214
43,40823
138,85020
139,75436
24,76873
14,28571
42,20720
11,76262
28,62617
32,18426
25,24347
10,37324
42,27607
25,36754
44,70372
47,68367
41,49447
25,77444
41,17023
36,06430
22,76078
42,15210
25,19025
44,77833
15,99679
26,43533
39,76934
34,14701
48,01835
28,54494
18,54657
15,78569
12,76270
19,43351
29,22740
42,15865
94,78723
32,03303
30,16874
31,37174
8,11705
41,26525
24,45242
28,46126
40,43085
41,78405
14,03777
37,15946
32,54758
41,06820
10,74054
12,56078
30,62539
32,22117
15,74461
20,58577
30,52228
13,58265
13,60025
23,76856
31,31419
35,47325
29,12585
25,68861
88,07112
5,72341
31,08824
5,67051
81,02770
40,32311
46,15401
40,71931
14,89415
35,43930
9,60013
45,73651
33,92028
212,60603
10,11735
154,75246
23,52647
51,72916
18,99023
37,18327
29,14580
43,62512
40,23426
19,70080
47,08759
42,17214
6,55612
46,68621
12,66871
6,70356
6,40291
23,11957
16,59853
29,61486
45,26412
319,60657
43,14728
31,16616
6,28434
32,62069
28,99138
78,80249
43,07008
69,68743
46,07728
28,06519
35,64126
17,67733
37,47529
186,90065
37,89019
21,93460
38,53952
34,74882
15,41014
47,88415
9,33843
18,56131
31,51441
36,55118
11,22509
39,68980
54,42134
31,47848
18,52572
35,48066
22,54658
19,40327
22,25882
18,15473
18,26150
7,14847
26,92807
35,57427
10,56485
22,28691
30,97111
97,78735
30,30535
35,56443
36,72010
15,49765
32,61311
33,21034
14,76363
37,01376
27,76566
17,62676
11,15143
37,36251
48,62323
116,97214
30,68856
16,44471
37,60088
7,79607
33,76852
39,24558
40,67861
45,46614
38,56131
12,72443
6,48463
22,42731
14,73533
22,50573
39,56537
14,58630
13,61951
25,56592
40,36535
17,70720
33,44234
44,95428
18,32401
18,77713
38,98405
39,53140
18,41828
36,78734
34,61615
18,06481
245,77078
25,30439
46,33813
23,84312
7,57341
28,52574
28,54646
32,14131
11,03278
44,83285
23,98953
106,38109
47,60098
75,98118
35,41002
32,63334
92,10028
42,96134
36,76571
26,20711
38,03086
9,16225
35,58260
17,77450
25,72638
10,01754
45,93234
23,46962
55,13323
5,72351
42,02537
27,96015
24,14034
15,31624
34,37819
23,64671
28,86343
22,72773
187,11221
40,79713
20,49067
41,29714
46,32696
23,78597
64,67301
15,58718
40,47018
39,47403
49,57769
35,23416
15,08221
65,50643
53,92336
6,46747
41,25275
34,05463
8,62889
18,05845
7,25868
20,17240
347,60626
43,37064
26,31636
38,95367
39,96115
33,61536
48,27850
32,57234
17,07074
14,62906
21,41728
17,76459
83,45410
26,81212
43,78549
34,25865
33,61847
8,54424
36,21784
26,64040
44,08026
43,03301
38,46410
18,24054
9,54986
5,38778
38,84044
19,88343
7,36477
13,57012
35,72432
20,35774
100,14608
22,12155
18,99573
40,53139
42,98846
21,75901
22,54725
27,10969
12,15211
37,37348
18,72555
11,02346
11,28660
14,95228
82,30346
31,46940
30,96115
24,83812
23,22110
41,99034
40,52213
13,08514
21,99622
27,61754
8,54463
32,38425
22,20685
16,51364
43,90305
13,06423
35,23901
25,38316
16,39739
33,20664
19,23702
37,87029
27,14003
37,49247
30,65737
30,30204
69,14769
40,97303
23,46105
49,77840
71,33614
14,17509
12,43113
25,58374
24,72553
28,16829
41,07018
10,38964
40,98208
22,59858
41,95969
24,32640
44,78013
13,27313
33,52766
22,02914
41,53020
5,70759
29,44626
15,55020
18,62357
33,83858
15,66743
11,21236
22,08544
28,36343
100,63458
51,80226
7,57233
11,49799
23,30458
43,26705
18,22306
22,65034
44,30547
13,61454
23,29545
17,67062
8,24598
47,04040
6,64490
21,11955
27,45715
23,16153
51,06705
39,72014
12,25813
6,12149
47,50322
10,36088
20,72461
26,57543
24,12861
14,04002
101,70117
40,60913
39,77578
37,72857
35,43912
18,35542
10,35988
37,27243
9,98569
16,07052
5,99919
19,13697
35,38011
6,73664
9,12762
43,98208
18,44203
9,18465
16,44050
35,31019
8,61234
31,54629
5,36031
42,39325
18,59453
34,22182
30,01082
24,80441
63,63304
41,62427
39,29653
44,72113
31,17067
30,73527
33,12167
22,66940
43,99682
38,41377
14,38471
32,96162
8,23062
35,70092
7,58271
19,49635
34,26342
47,80642
39,94301
364,60617
45,91030
43,30540
126,04929
23,59058
36,56065
71,64127
33,76945
53,66109
43,57034
27,47306
21,75205
42,99606
44,82210
9,38482
32,21012
38,10704
34,29666
15,99575
35,62633
40,68106
42,23442
27,19053
36,72610
30,85345
27,48329
18,12450
74,32829
19,12845
35,25064
9,15209
14,75835
14,48861
7,12764
79,92130
47,36607
61,49255
44,65282
28,68422
12,14826
126,94133
41,81413
43,48340
88,21205
19,41093
11,42752
31,18447
8,45334
25,33470
41,50440
34,45344
16,30281
36,71023
29,94550
39,36532
48,06249
17,28572
19,03259
9,58330
13,07922
40,51546
37,07423
25,50029
5,19934
23,54556
6,65078
44,28557
90,55912
42,22929
25,71827
41,25920
23,51036
23,92057
14,95568
68,49419
24,94535
129,65344
22,97125
25,76302
9,80723
39,54840
11,46039
44,97470
31,93225
22,29479
23,26032
36,16334
20,45449
17,42215
76,43205
20,22151
7,98001
13,20905
33,12742
20,71068
43,72764
45,55363
36,57227
20,88341
26,18828
42,97857
44,79031
44,95368
9,73546
31,52804
36,28754
7,06423
8,52037
21,99590
42,28645
14,80033
10,77458
32,95255
31,13166
11,04471
58,68154
57,21044
37,48744
32,54827
33,75115
41,30180
45,68957
40,22847
43,40824
20,51543
80,85747
16,83870
19,62655
34,66833
10,16311
12,48015
10,22845
31,87535
6,20608
39,32053
38,06426
30,76689
8,36720
20,48876
100,97232
99,32222
200,11228
7,21031
34,31548
39,12055
31,04092
7,74867
36,71322
44,06377
72,91104
28,48184
10,49834
34,56139
30,66423
18,93553
11,65790
49,01540
23,27203
22,22578
16,27501
38,60472
31,55013
39,30606
43,72841
14,06423
15,63020
81,21224
37,70583
20,24936
37,28604
25,48611
11,44437
39,17555
14,46290
35,32826
40,51656
9,45323
30,31779
43,36088
16,06029
22,95936
38,60104
62,47448
39,53533
82,23038
40,98937
31,57646
8,35646
7,22657
35,59059
42,70058
36,65704
30,14098
23,59530
12,01776
35,39482
15,51652
42,36276
17,65048
22,40983
44,80005
36,47443
31,59250
36,99655
25,13755
12,12910
43,70395
42,98670
8,23976
13,66759
41,96056
40,74831
36,99745
34,20639
45,04694
27,52226
38,13428
13,58789
40,41441
45,12209
36,56357
11,71342
36,75110
41,84532
27,70586
5,46738
30,84103
12,13734
32,73120
28,61067
92,92106
284,77063
27,50056
43,79087
122,78744
39,07738
44,49862
41,72619
31,32132
30,79041
217,10026
31,46324
42,56680
36,36032
81,35208
33,55430
42,31014
33,24571
34,78881
44,46268
22,75554
32,03086
45,27520
7,30230
23,99783
23,18301
106,01105
6,39668
11,12192
22,30821
36,76082
37,74552
31,57044
63,64067
13,56277
36,93449
27,44065
21,25845
38,48519
137,85006
38,80840
44,65246
43,68711
35,73728
6,79547
13,12930
27,67051
37,31768
7,43821
38,28738
8,15031
29,13085
32,45686
21,65334
55,26443
29,43416
36,78629
37,83463
10,11727
21,85364
7,35541
10,21010
28,16634
27,67341
23,40150
21,58533
18,80123
38,15677
31,65761
10,63848
67,45246
38,99750
18,66007
13,95524
21,58566
13,19012
37,42035
40,01430
43,63837
25,92304
31,08867
22,83286
14,47974
41,68791
36,41274
100,94111
28,62940
23,07935
22,02164
49,37409
25,59749
96,32209
8,99627
7,06243
44,72751
9,56065
16,46017
15,59030
33,63051
37,44402
6,59844
38,33880
41,45860
39,43316
8,15341
57,01011
29,13063
39,23089
48,63334
34,84035
53,44669
5,43747
40,04666
6,16745
39,20667
28,21659
25,33838
30,96779
20,51534
58,19807
41,37882
10,45174
23,28434
36,58747
42,25505
33,02035
34,60139
52,94555
44,05045
34,38617
32,15729
15,35673
30,52535
32,77586
38,99129
33,38487
43,93266
42,13690
21,44092
32,37363
44,33330
30,07076
45,79842
29,23837
8,84781
23,05045
69,65201
29,08319
44,56521
41,04062
20,38647
25,81411
52,52804
27,11004
102,64441
33,06415
44,14904
9,72457
57,37853
26,40291
84,66115
9,76444
10,28721
35,38756
25,70774
34,95367
17,02346
41,36451
46,67623
44,64863
10,61244
5,02837
12,49080
27,41044
36,41018
9,83523
32,35749
44,47394
29,97333
29,26230
10,72339
19,07307
23,47649
9,62260
43,16929
12,08030
37,66017
6,13494
88,89119
40,33950
39,16627
6,57761
43,58769
14,49726
14,28457
19,32784
28,58733
87,89110
52,18414
11,72061
37,65711
33,39092
13,12019
17,72842
37,55128
42,24563
11,57543
12,01096
18,74878
22,76067
28,73725
39,57265
23,45898
34,25287
41,47649
117,48875
22,38774
33,79230
24,07901
37,81430
5,48003
11,79325
46,37709
29,60007
36,15617
36,06375
45,95236
25,05446
27,23934
40,15022
32,46402
15,02032
7,41238
56,40220
12,48616
12,76651
27,17768
49,36206
33,02126
28,72669
34,58759
125,16405
38,11772
7,40114
23,52162
32,32040
37,07865
86,64067
39,70084
44,56249
18,70343
43,06607
18,80728
36,50542
82,97812
34,29162
48,95488
8,76634
31,68666
45,80303
65,93309
18,88352
11,16351
41,64642
28,37333
8,98258
46,33441
12,56359
32,28166
7,96755
86,20009
53,68443
29,95333
21,65041
6,88421
24,98362
34,32702
29,24067
24,56479
41,37032
23,76859
56,62233
10,66212
35,83619
20,11952
26,32250
13,55011
33,51653
33,01507
21,36771
15,25517
32,79371
53,49008
16,04742
7,95549
31,17812
8,52169
45,90604
25,64461
13,62950
7,84734
43,62454
16,54616
17,24236
49,31532
34,59828
16,62465
47,08201
12,47861
23,61018
23,85268
11,05153
13,51444
22,75604
46,64486
28,38220
8,58471
42,32830
8,01588
29,73853
24,11563
9,64429
21,07027
6,60131
41,60555
5,26720
29,78643
35,64494
24,51301
8,08223
5,57265
33,64426
29,54726
29,83830
6,56007
32,63769
17,26354
30,38916
29,52040
17,85544
33,66010
58,33711
10,57656
35,73932
21,26629
11,36526
13,30552
23,46075
32,38633
26,44041
9,23952
42,08556
32,36026
12,01516
32,44138
106,95134
37,19720
42,04240
70,95831
51,94940
6,76849
33,15625
37,28713
22,65747
40,54722
47,34946
40,50840
35,23665
13,30517
33,30425
23,04342
22,97640
43,76842
19,49868
18,91602
25,48451
37,32464
116,43205
44,54736
17,63334
33,28611
29,43719
32,33981
23,68466
252,90007
15,92118
25,56440
41,38759
30,79537
36,17097
10,98856
29,91950
41,34602
37,55726
30,15832
39,50134
31,72524
72,67203
8,14003
8,08215
41,47387
36,33514
18,70438
18,55019
6,32195
15,71667
31,69035
57,63031
33,02649
16,50449
23,88419
37,73849
15,30641
12,19117
40,65706
22,72634
16,84029
32,25301
35,43748
45,30291
54,14428
14,24731
17,61454
9,44443
12,74560
26,35148
48,54603
25,98232
17,56527
34,24014
28,49774
9,71675
28,54527
17,14864
67,52623
41,95546
5,06475
34,25428
24,68787
9,57747
37,62912
30,58357
21,33444
30,99123
15,19406
23,05761
11,68768
121,95131
80,74107
18,54427
31,50312
33,66097
12,73564
25,12816
11,13408
18,30124
17,28704
50,22032
8,04492
14,05757
26,28570
45,12203
9,22640
38,42733
10,24121
25,28763
32,37397
16,56533
10,72686
30,47981
21,89425
28,84029
19,66849
36,68524
38,11713
24,52003
10,15053
44,25274
42,26167
43,35621
65,94619
20,83452
23,39055
10,19562
41,04650
36,55310
37,65754
19,28469
40,84106
29,29580
9,91330
29,55720
8,15714
25,76566
86,68524
25,39154
15,45321
98,10016
23,54937
27,75568
62,45255
21,34623
23,97468
8,01072
17,63967
23,54015
50,26571
34,68037
38,81652
5,11952
43,18977
47,39337
75,28112
36,23023
23,41001
34,38232
88,63090
39,52202
27,88432
30,72616
20,38368
18,11356
81,22206
32,55374
28,04737
37,45714
19,42420
30,21562
38,01966
12,67523
20,72083
39,67732
7,06488
40,54888
23,05494
30,33565
37,23701
16,37643
57,35740
10,58484
16,71441
7,56621
25,21778
36,31206
14,97044
63,55407
65,78418
28,81416
18,96013
13,13450
44,24521
34,23523
62,48841
10,55013
32,05650
9,79057
34,83466
45,30438
30,95948
32,98587
59,53717
7,59721
29,38754
40,34737
36,50228
20,99327
27,37879
12,75684
35,75065
32,33030
23,37878
13,71362
34,82838
57,02738
43,68733
9,56032
180,90038
41,35802
38,30553
30,22460
36,83241
34,80815
44,06516
64,20007
23,49774
50,47320
16,46320
26,33446
10,19341
43,47451
26,83843
44,73569
45,87941
42,80120
10,30411
45,49111
40,14840
37,61843
94,23219
33,35610
23,19508
42,48861
43,57737
39,32922
42,51556
18,49637
22,81630
11,56161
27,62567
42,29670
73,68037
26,24475
23,95624
36,02920
35,76092
40,32420
33,16667
16,80550
15,47274
70,45419
24,64862
10,26283
15,81123
22,93242
5,22940
43,44428
40,14839
12,61519
9,92236
43,92064
31,31638
40,82727
9,01002
35,22027
25,29689
38,15483
34,18355
44,73065
13,26717
40,87524
29,14821
35,83014
11,35564
89,48450
62,95821
17,71107
31,71018
45,19428
31,22509
62,60504
36,53121
18,74469
8,60033
41,76675
85,03849
37,45303
5,55607
28,95257
45,03581
9,54805
43,68452
47,28752
42,28445
36,48651
16,25419
35,66720
30,98524
20,78376
28,94062
44,70733
20,17921
13,25880
33,13101
12,48189
31,37763
17,79366
26,51350
47,71067
12,63937
35,38549
48,07029
18,72340
32,02767
74,63011
26,98339
15,64755
49,76538
28,54026
48,38320
29,48735
25,56630
31,01096
42,44230
19,68331
24,87053
25,59422
15,57779
38,62899
20,51645
32,55768
22,75141
26,62690
33,75440
16,55810
17,28320
24,62050
25,97750
21,85546
49,32321
30,31563
20,01453
10,60633
49,94520
52,48098
9,74028
39,67420
13,98072
23,71403
9,12819
50,98007
12,79040
9,95570
5,03852
28,08057
30,56758
21,59450
36,51520
37,45224
40,72943
52,72211
11,98027
39,48662
22,93103
13,71929
16,79707
31,14037
21,99724
8,67748
20,72714
38,49283
12,72846
14,32127
15,44403
25,63351
44,89825
24,73723
34,02341
30,82710
45,83349
25,56446
42,98580
12,47010
61,80013
13,41301
21,04676
39,55358
44,58214
43,80743
35,19518
14,52050
30,42735
34,06804
32,72635
80,85713
37,68510
25,59089
27,54217
36,55040
8,52572
35,98587
22,43783
48,91706
14,74428
9,48240
14,81633
47,38930
17,89831
21,34739
12,88126
42,89834
10,97145
35,45225
31,48748
45,02339
28,15320
37,17764
20,40108
28,60921
34,44826
16,52037
9,78589
16,73730
6,98244
21,62867
10,47137
27,13158
8,81239
27,49715
14,16748
37,23607
20,98377
17,54626
26,38352
117,38112
16,48891
36,64740
55,65804
39,34666
31,25520
36,27545
42,76041
39,41274
99,87701
35,96792
29,74849
44,41098
26,75570
29,27311
63,57433
9,33598
31,66857
19,03825
8,49880
13,20755
35,37680
44,90277
22,78641
32,16820
31,93239
8,68017
35,15423
8,49616
13,16255
44,58643
37,44281
89,21206
22,72837
26,28152
53,08104
82,42345
16,50518
24,97106
92,72562
51,75570
31,58067
19,45844
37,98840
25,28092
53,37411
22,79094
8,12428
76,78748
37,07753
5,56684
39,19012
17,78369
46,05038
7,27886
28,85936
17,52301
15,75165
17,53961
38,19964
50,79404
31,58260
8,29659
43,80653
23,28444
7,76082
18,40379
10,73723
23,15765
32,20770
42,05826
80,98236
26,77578
19,38425
30,71640
33,18041
11,43068
11,01225
12,37860
28,56744
37,67349
31,57072
7,24597
9,94580
23,52201
36,63935
28,44234
10,84002
14,15552
6,53029
11,32724
10,79096
52,68147
38,39423
28,54720
40,64423
35,88415
36,56382
18,57577
25,12189
28,91790
14,01082
13,23690
8,27379
29,30820
26,32569
44,06763
39,41269
25,14048
12,38901
14,56665
16,50051
24,94015
11,95934
33,97490
40,56469
33,65771
26,76932
22,83860
32,89451
30,37087
34,49738
25,74736
21,50581
15,99371
5,95002
32,93640
33,19477
31,68787
29,43933
35,60076
9,54832
23,24819
22,25174
12,24613
39,51248
29,74036
44,50532
36,24923
13,76653
16,76373
29,63664
19,15480
24,77514
111,75217
9,46374
31,04219
35,61471
21,16648
28,14568
28,17002
25,14760
21,36728
44,79830
31,01008
25,93644
30,04069
8,47270
10,72422
12,24360
23,23487
6,96040
30,11507
19,17820
27,41606
280,77081
27,24649
17,04236
23,62910
27,84041
40,72644
28,56377
43,32927
47,30528
36,19610
33,12966
23,43014
20,28129
37,59016
33,94086
22,01830
40,17017
40,19975
24,54106
14,75169
42,56740
21,57241
26,06089
13,17058
43,67735
43,37179
42,98053
16,55056
27,62633
21,93512
27,93635
125,30345
37,75681
37,29440
36,56010
38,12972
31,23336
52,27801
43,93638
27,33408
61,30650
33,12304
37,22031
356,60602
9,48619
29,26034
47,35805
37,36875
33,23354
31,44818
34,15066
21,13461
5,50562
17,79201
42,84604
32,93219
11,98635
35,56681
30,68328
9,27572
81,53717
30,22922
11,93644
23,11385
44,74964
28,88339
14,55026
51,21769
41,55756
62,83703
37,42453
85,35096
39,77465
17,24651
8,31569
28,21756
37,82321
8,36089
16,12901
42,64456
12,60461
28,41567
37,15464
30,12485
37,57028
41,57759
14,72340
34,18232
23,33161
54,02056
12,64487
99,22150
40,36311
37,53944
18,93401
38,16508
47,11367
21,67004
38,77517
31,54826
17,07203
17,22853
80,46104
87,95129
10,07849
34,85307
41,88005
59,64017
31,68620
44,59468
46,20851
8,79237
36,03902
39,30445
9,11793
15,31063
27,83234
71,72522
32,03282
32,61533
43,37118
37,65552
41,43973
9,03748
44,60544
37,19010
30,57217
30,05045
11,14082
40,43420
41,56061
43,22654
19,97466
32,78363
28,23117
28,06226
32,05340
9,05905
55,26710
29,29728
86,85034
24,69033
47,47272
28,02167
39,01243
35,01747
13,53922
40,43779
15,04785
44,26276
48,42003
37,06110
25,02809
38,16332
32,83262
30,26734
15,72458
17,33328
81,96816
40,65565
20,66773
35,29801
28,04769
6,72515
9,58570
16,54814
39,56324
45,32065
20,81650
31,21120
34,47579
20,07885
18,57545
19,62975
40,26568
37,07436
45,49094
20,96056
38,38645
12,37075
37,16412
248,10019
30,30293
26,54930
46,53079
45,11957
6,28114
62,47401
18,26631
19,20711
33,34691
25,49279
26,61021
12,37047
8,66516
14,68853
26,26301
46,48505
7,72628
15,52236
35,17540
80,53203
33,59327
77,23503
21,51636
27,75023
40,64655
24,79755
57,32837
11,73560
29,72946
27,28133
22,05857
12,64659
45,11385
48,52638
42,12450
36,83546
43,46705
39,02655
34,16734
6,62882
33,06268
50,30747
34,97839
58,93306
40,54140
40,03608
32,08310
7,78610
42,39051
40,98607
11,49036
44,38642
23,14054
35,84634
34,37339
34,80643
8,36009
44,11369
25,48625
19,50837
16,56520
21,54119
11,02702
30,37731
10,23417
34,46994
40,47136
42,17959
39,68944
41,68871
39,35670
16,58377
8,55127
31,66520
35,05495
361,60608
25,74523
35,19035
28,95966
44,47235
35,95971
24,32832
16,27986
31,40724
44,62002
40,18092
12,38773
36,35550
31,98501
39,32102
26,17827
16,27325
13,56146
24,36322
18,60005
15,11709
41,08097
23,11416
16,86022
33,65733
34,90280
42,66220
32,38344
21,22572
66,48188
35,13207
33,68729
46,26101
39,21655
15,61433
24,85283
22,46070
32,67341
12,67627
12,78950
28,78935
30,80751
9,84325
41,54210
39,14821
16,98603
38,43011
38,49460
33,02061
7,48138
10,19454
15,60026
41,30140
9,10963
29,78953
44,17502
8,46539
145,75241
43,72182
11,24072
45,37010
31,55114
33,37664
143,85009
9,53531
20,53961
40,26627
11,49614
39,55386
10,72301
29,77566
43,99614
37,50428
27,75453
20,60432
13,77568
19,35761
69,51560
20,81520
19,61957
19,74368
15,83260
11,21638
8,19023
35,19023
34,51006
41,08053
7,52069
36,49792
17,17264
23,16820
43,53588
16,55026
26,35442
25,77536
20,39776
42,12570
24,01810
26,62644
38,79360
28,83610
42,77510
40,45812
23,64842
35,98278
49,42206
43,85338
32,50601
23,13452
67,33615
38,10706
8,22923
44,49224
24,71326
45,73071
31,21820
15,97324
17,37361
38,69340
6,76539
18,38049
26,72473
21,36481
27,48218
39,63638
35,23456
35,53597
48,87105
24,79517
38,58718
55,95938
29,91405
34,58104
22,72001
59,03264
35,31009
8,06065
19,16616
38,85610
68,61087
42,37175
36,46501
14,92708
5,56250
25,34950
17,36030
42,81047
12,28623
91,28277
20,43078
31,99180
31,29330
37,26228
8,62274
15,69045
14,56157
21,22191
38,95612
43,57013
170,10027
27,29655
44,23930
30,53049
26,99350
5,12983
57,66608
44,85625
49,23704
9,04628
31,60068
36,66030
8,65459
37,75105
33,84065
41,41824
7,05262
34,19804
48,30214
12,41772
27,15211
39,85236
82,77506
15,05873
12,51025
8,71451
39,15865
19,55368
28,55025
62,07108
35,34646
26,13739
47,73857
8,24859
18,61864
43,68330
33,52253
19,30663
35,64624
18,60948
27,95918
35,84751
17,13752
8,52773
16,11565
8,63801
42,67637
10,96720
27,19530
37,34608
43,04750
10,60135
29,58436
25,72471
15,93604
23,72832
52,67671
12,12473
38,14561
20,75487
23,91501
42,92061
44,84405
44,70774
10,43963
29,37332
43,56475
26,23917
53,29607
12,59486
7,96706
54,97452
12,93505
20,10911
11,68337
9,50155
28,54872
22,02840
40,72086
26,01752
45,38076
25,02635
14,14870
56,33625
25,11713
53,14041
6,81525
19,46565
12,78380
14,71922
32,30185
15,27941
45,32771
21,70445
5,04758
21,61240
39,53555
29,57214
41,48471
36,28124
37,16935
41,18964
36,70605
37,28040
41,26437
38,55718
35,92027
36,67206
21,77429
60,84716
20,57361
20,41772
6,54970
38,78614
30,13696
9,29628
45,12413
29,14025
15,61413
16,92065
40,38625
41,75790
30,65760
23,64436
12,13477
41,46406
23,73757
16,52538
17,61732
35,45680
33,56452
39,63014
33,31542
28,29643
35,10930
26,75442
23,56387
17,51101
67,94605
20,30421
55,25864
19,35959
34,49843
34,14437
23,66749
34,60466
33,49236
37,08738
246,72070
32,93224
31,43067
13,78655
35,47587
10,04066
31,05360
10,58758
18,33936
41,95076
17,30622
61,56257
27,54150
103,19138
39,49002
48,57401
39,59025
43,33316
34,28334
11,36206
37,01259
50,90405
30,55430
5,53130
41,49896
31,15050
31,58495
36,20653
24,33143
12,16731
26,58230
26,65571
10,58480
44,08066
10,43072
20,26142
177,77035
17,68771
32,98295
41,18224
63,51560
89,95129
40,68833
91,89130
28,98168
9,05071
21,94705
14,72479
11,66967
28,99552
33,56551
17,65692
36,48809
37,14143
41,44099
11,97625
40,99682
30,79239
16,45102
30,23025
37,80801
48,61727
51,07457
24,68817
11,57202
33,13486
188,10002
32,54012
30,59827
13,58060
31,98812
7,07901
22,82832
11,05359
40,49629
14,07095
7,66856
28,35747
7,58576
30,35179
13,28780
80,47371
17,41545
38,75134
32,97826
37,65232
62,37228
18,23952
41,80801
31,78837
38,68789
5,13752
6,28079
19,92328
31,54853
13,41861
6,19506
23,59032
49,55803
18,06382
22,05655
32,79226
34,12791
42,19382
75,75103
20,60650
28,44440
33,79370
31,26767
35,61543
69,45211
51,37212
35,87524
13,70123
29,29006
16,39730
36,56060
12,68437
14,83243
16,56271
42,07702
55,28314
15,73116
40,51449
14,97630
17,11040
42,02568
28,26337
44,50574
34,13693
39,95490
11,47016
34,72553
21,45337
41,24943
74,23221
20,26060
37,42528
31,38138
51,93105
65,64747
39,32608
40,77510
42,23958
124,26215
40,50430
8,07881
73,21212
40,33905
15,54466
20,13777
